id,answer,correct.answer,prefix.propt,full.len.prefix,prefix.revealed,s1,s2,s3,s4
test01,s2,s1,0.17,12,2,いう。,あった。,なる。,見られる。
test01,s4,s1,0.17,12,2,いう。,あった。,なる。,見られる。
test01,s1,s1,0.17,12,2,いう。,あった。,なる。,見られる。
test01,s2,s1,0.17,12,2,いう。,あった。,なる。,見られる。
test02,s4,s2,0.30,10,3,評価されるようになった。,許した。,訛った。,設置した。
test02,s4,s2,0.30,10,3,評価されるようになった。,許した。,訛った。,設置した。
test02,s4,s2,0.30,10,3,評価されるようになった。,許した。,訛った。,設置した。
test02,s4,s2,0.30,10,3,評価されるようになった。,許した。,訛った。,設置した。
test02,s4,s2,0.30,10,3,評価されるようになった。,許した。,訛った。,設置した。
test03,s3,s3,0.50,12,6,見られる。,いう。,ある。,なる。
test03,s1,s3,0.50,12,6,見られる。,いう。,ある。,なる。
test03,s3,s3,0.50,12,6,見られる。,いう。,ある。,なる。
test03,s1,s3,0.50,12,6,見られる。,いう。,ある。,なる。
test03,s3,s3,0.50,12,6,見られる。,いう。,ある。,なる。
test04,s4,s4,1.00,8,8,集中している。,高いとされている。,露出している。,題されている。
test04,s4,s4,1.00,8,8,集中している。,高いとされている。,露出している。,題されている。
test04,s4,s4,1.00,8,8,集中している。,高いとされている。,露出している。,題されている。
test04,s4,s4,1.00,8,8,集中している。,高いとされている。,露出している。,題されている。
test04,s4,s4,1.00,8,8,集中している。,高いとされている。,露出している。,題されている。
test05,s1,s4,0.23,13,3,いわれている。,呼ばれる。,見られる。,される。
test05,s1,s4,0.23,13,3,いわれている。,呼ばれる。,見られる。,される。
test05,s3,s4,0.23,13,3,いわれている。,呼ばれる。,見られる。,される。
test05,s4,s4,0.23,13,3,いわれている。,呼ばれる。,見られる。,される。
test05,s1,s4,0.23,13,3,いわれている。,呼ばれる。,見られる。,される。
test06,s1,s1,0.89,9,8,存続していた。,学んだ。,始まる。,存在する。
test06,s1,s1,0.89,9,8,存続していた。,学んだ。,始まる。,存在する。
test06,s1,s1,0.89,9,8,存続していた。,学んだ。,始まる。,存在する。
test06,s1,s1,0.89,9,8,存続していた。,学んだ。,始まる。,存在する。
test06,s1,s1,0.89,9,8,存続していた。,学んだ。,始まる。,存在する。
test07,s1,s1,0.46,13,6,励んだ。,創刊される。,加えられている。,勤める。
test07,s1,s1,0.46,13,6,励んだ。,創刊される。,加えられている。,勤める。
test07,s4,s1,0.46,13,6,励んだ。,創刊される。,加えられている。,勤める。
test07,s1,s1,0.46,13,6,励んだ。,創刊される。,加えられている。,勤める。
test07,s1,s1,0.46,13,6,励んだ。,創刊される。,加えられている。,勤める。
test08,s2,s1,0.40,5,2,見られる。,あった。,なっている。,いわれている。
test08,s2,s1,0.40,5,2,見られる。,あった。,なっている。,いわれている。
test08,s1,s1,0.40,5,2,見られる。,あった。,なっている。,いわれている。
test08,s1,s1,0.40,5,2,見られる。,あった。,なっている。,いわれている。
test08,s1,s1,0.40,5,2,見られる。,あった。,なっている。,いわれている。
test09,s1,s1,0.88,8,7,なった。,見られる。,いう。,あった。
test09,s2,s1,0.88,8,7,なった。,見られる。,いう。,あった。
test09,s1,s1,0.88,8,7,なった。,見られる。,いう。,あった。
test09,s2,s1,0.88,8,7,なった。,見られる。,いう。,あった。
test09,s2,s1,0.88,8,7,なった。,見られる。,いう。,あった。
test10,s1,s3,0.44,9,4,いう。,見られる。,なっている。,あった。
test10,s1,s3,0.44,9,4,いう。,見られる。,なっている。,あった。
test10,s1,s3,0.44,9,4,いう。,見られる。,なっている。,あった。
test10,s1,s3,0.44,9,4,いう。,見られる。,なっている。,あった。
test10,s1,s3,0.44,9,4,いう。,見られる。,なっている。,あった。
test11,s4,s4,1.00,11,11,推測されている。,推定されている。,改めた。,描いている。
test11,s4,s4,1.00,11,11,推測されている。,推定されている。,改めた。,描いている。
test11,s4,s4,1.00,11,11,推測されている。,推定されている。,改めた。,描いている。
test11,s4,s4,1.00,11,11,推測されている。,推定されている。,改めた。,描いている。
test11,s4,s4,1.00,11,11,推測されている。,推定されている。,改めた。,描いている。
test12,s3,s1,0.90,10,9,収める。,厳しくなる。,収録されている。,勤める。
test12,s3,s1,0.90,10,9,収める。,厳しくなる。,収録されている。,勤める。
test12,s3,s1,0.90,10,9,収める。,厳しくなる。,収録されている。,勤める。
test12,s3,s1,0.90,10,9,収める。,厳しくなる。,収録されている。,勤める。
test12,s3,s1,0.90,10,9,収める。,厳しくなる。,収録されている。,勤める。
test13,s2,s2,0.30,10,3,視された。,親しまれている。,触れている。,見る。
test13,s2,s2,0.30,10,3,視された。,親しまれている。,触れている。,見る。
test13,s2,s2,0.30,10,3,視された。,親しまれている。,触れている。,見る。
test13,s1,s2,0.30,10,3,視された。,親しまれている。,触れている。,見る。
test13,s2,s2,0.30,10,3,視された。,親しまれている。,触れている。,見る。
test14,s2,s2,0.14,7,1,なっていった。,みられる。,もたらした。,ねじる。
test14,s3,s2,0.14,7,1,なっていった。,みられる。,もたらした。,ねじる。
test14,s3,s2,0.14,7,1,なっていった。,みられる。,もたらした。,ねじる。
test14,s3,s2,0.14,7,1,なっていった。,みられる。,もたらした。,ねじる。
test14,s2,s2,0.14,7,1,なっていった。,みられる。,もたらした。,ねじる。
test15,s3,s1,0.50,8,4,なしている。,ついた。,なっていった。,できる。
test15,s3,s1,0.50,8,4,なしている。,ついた。,なっていった。,できる。
test15,s3,s1,0.50,8,4,なしている。,ついた。,なっていった。,できる。
test15,s1,s1,0.50,8,4,なしている。,ついた。,なっていった。,できる。
test15,s3,s1,0.50,8,4,なしている。,ついた。,なっていった。,できる。
test16,s3,s3,0.38,8,3,されている。,たどり着かない。,することもある。,さす。
test16,s1,s3,0.38,8,3,されている。,たどり着かない。,することもある。,さす。
test16,s1,s3,0.38,8,3,されている。,たどり着かない。,することもある。,さす。
test16,s1,s3,0.38,8,3,されている。,たどり着かない。,することもある。,さす。
test16,s1,s3,0.38,8,3,されている。,たどり着かない。,することもある。,さす。
test17,s4,s1,0.44,9,4,する。,行われる。,いわれる。,伝わっている。
test17,s4,s1,0.44,9,4,する。,行われる。,いわれる。,伝わっている。
test17,s2,s1,0.44,9,4,する。,行われる。,いわれる。,伝わっている。
test17,s4,s1,0.44,9,4,する。,行われる。,いわれる。,伝わっている。
test17,s3,s1,0.44,9,4,する。,行われる。,いわれる。,伝わっている。
test18,s3,s3,0.67,3,2,立つ。,移された。,移築されることもあった。,称した。
test18,s3,s3,0.67,3,2,立つ。,移された。,移築されることもあった。,称した。
test18,s2,s3,0.67,3,2,立つ。,移された。,移築されることもあった。,称した。
test18,s3,s3,0.67,3,2,立つ。,移された。,移築されることもあった。,称した。
test18,s2,s3,0.67,3,2,立つ。,移された。,移築されることもあった。,称した。
test19,s2,s3,0.17,6,1,改めた。,整備されていった。,数えた。,描かれる。
test19,s1,s3,0.17,6,1,改めた。,整備されていった。,数えた。,描かれる。
test19,s1,s3,0.17,6,1,改めた。,整備されていった。,数えた。,描かれる。
test19,s2,s3,0.17,6,1,改めた。,整備されていった。,数えた。,描かれる。
test19,s2,s3,0.17,6,1,改めた。,整備されていった。,数えた。,描かれる。
test20,s2,s4,0.18,11,2,求められるようになる。,機能した。,死去していた。,残している。
test20,s2,s4,0.18,11,2,求められるようになる。,機能した。,死去していた。,残している。
test20,s2,s4,0.18,11,2,求められるようになる。,機能した。,死去していた。,残している。
test20,s4,s4,0.18,11,2,求められるようになる。,機能した。,死去していた。,残している。
test20,s3,s4,0.18,11,2,求められるようになる。,機能した。,死去していた。,残している。
test21,s2,s4,0.92,13,12,位置づけられた。,使う。,供える。,使用される。
test21,s3,s4,0.92,13,12,位置づけられた。,使う。,供える。,使用される。
test21,s4,s4,0.92,13,12,位置づけられた。,使う。,供える。,使用される。
test21,s3,s4,0.92,13,12,位置づけられた。,使う。,供える。,使用される。
test21,s2,s4,0.92,13,12,位置づけられた。,使う。,供える。,使用される。
test22,s4,s2,0.14,7,1,見られる。,なる。,あった。,いう。
test22,s1,s2,0.14,7,1,見られる。,なる。,あった。,いう。
test22,s1,s2,0.14,7,1,見られる。,なる。,あった。,いう。
test22,s1,s2,0.14,7,1,見られる。,なる。,あった。,いう。
test22,s2,s2,0.14,7,1,見られる。,なる。,あった。,いう。
test23,s1,s4,0.67,3,2,いう。,なる。,見られる。,ある。
test23,s1,s4,0.67,3,2,いう。,なる。,見られる。,ある。
test23,s1,s4,0.67,3,2,いう。,なる。,見られる。,ある。
test23,s1,s4,0.67,3,2,いう。,なる。,見られる。,ある。
test23,s1,s4,0.67,3,2,いう。,なる。,見られる。,ある。
test24,s2,s2,0.90,10,9,設置した。,訛った。,記される。,言える。
test24,s2,s2,0.90,10,9,設置した。,訛った。,記される。,言える。
test24,s2,s2,0.90,10,9,設置した。,訛った。,記される。,言える。
test24,s2,s2,0.90,10,9,設置した。,訛った。,記される。,言える。
test24,s2,s2,0.90,10,9,設置した。,訛った。,記される。,言える。
test25,s4,s3,0.67,3,2,禁じられている。,祀られている。,称された。,移された。
test25,s2,s3,0.67,3,2,禁じられている。,祀られている。,称された。,移された。
test25,s2,s3,0.67,3,2,禁じられている。,祀られている。,称された。,移された。
test25,s2,s3,0.67,3,2,禁じられている。,祀られている。,称された。,移された。
test25,s2,s3,0.67,3,2,禁じられている。,祀られている。,称された。,移された。
test26,s2,s3,1.00,3,3,いう。,見られる。,ある。,なる。
test26,s3,s3,1.00,3,3,いう。,見られる。,ある。,なる。
test26,s2,s3,1.00,3,3,いう。,見られる。,ある。,なる。
test26,s3,s3,1.00,3,3,いう。,見られる。,ある。,なる。
test26,s3,s3,1.00,3,3,いう。,見られる。,ある。,なる。
test27,s3,s2,0.20,10,2,生まれた。,見ることができる。,言われている。,歴任した。
test27,s2,s2,0.20,10,2,生まれた。,見ることができる。,言われている。,歴任した。
test27,s2,s2,0.20,10,2,生まれた。,見ることができる。,言われている。,歴任した。
test27,s3,s2,0.20,10,2,生まれた。,見ることができる。,言われている。,歴任した。
test27,s2,s2,0.20,10,2,生まれた。,見ることができる。,言われている。,歴任した。
test28,s4,s2,0.60,5,3,配置する。,鑑賞できる。,開かれた。,配置した。
test28,s4,s2,0.60,5,3,配置する。,鑑賞できる。,開かれた。,配置した。
test28,s4,s2,0.60,5,3,配置する。,鑑賞できる。,開かれた。,配置した。
test28,s2,s2,0.60,5,3,配置する。,鑑賞できる。,開かれた。,配置した。
test28,s1,s2,0.60,5,3,配置する。,鑑賞できる。,開かれた。,配置した。
test29,s4,s4,0.60,10,6,混在した。,波及していった。,活用されている。,消失した。
test29,s1,s4,0.60,10,6,混在した。,波及していった。,活用されている。,消失した。
test29,s4,s4,0.60,10,6,混在した。,波及していった。,活用されている。,消失した。
test29,s4,s4,0.60,10,6,混在した。,波及していった。,活用されている。,消失した。
test29,s4,s4,0.60,10,6,混在した。,波及していった。,活用されている。,消失した。
test30,s4,s4,0.38,8,3,更迭されていた。,死去していた。,栽培される。,機能した。
test30,s4,s4,0.38,8,3,更迭されていた。,死去していた。,栽培される。,機能した。
test30,s4,s4,0.38,8,3,更迭されていた。,死去していた。,栽培される。,機能した。
test30,s4,s4,0.38,8,3,更迭されていた。,死去していた。,栽培される。,機能した。
test30,s4,s4,0.38,8,3,更迭されていた。,死去していた。,栽培される。,機能した。
test31,s4,s4,0.30,10,3,いう。,見られる。,あった。,なった。
test31,s4,s4,0.30,10,3,いう。,見られる。,あった。,なった。
test31,s2,s4,0.30,10,3,いう。,見られる。,あった。,なった。
test31,s4,s4,0.30,10,3,いう。,見られる。,あった。,なった。
test31,s2,s4,0.30,10,3,いう。,見られる。,あった。,なった。
test32,s3,s3,1.00,10,10,知られている。,皮肉られた。,盛る。,登場している。
test32,s1,s3,1.00,10,10,知られている。,皮肉られた。,盛る。,登場している。
test32,s3,s3,1.00,10,10,知られている。,皮肉られた。,盛る。,登場している。
test32,s1,s3,1.00,10,10,知られている。,皮肉られた。,盛る。,登場している。
test32,s3,s3,1.00,10,10,知られている。,皮肉られた。,盛る。,登場している。
test33,s4,s4,1.00,8,8,呼ぶ。,いわれる。,称される。,行う。
test33,s4,s4,1.00,8,8,呼ぶ。,いわれる。,称される。,行う。
test33,s4,s4,1.00,8,8,呼ぶ。,いわれる。,称される。,行う。
test33,s4,s4,1.00,8,8,呼ぶ。,いわれる。,称される。,行う。
test33,s4,s4,1.00,8,8,呼ぶ。,いわれる。,称される。,行う。
test34,s3,s3,0.30,10,3,題されている。,集中させる。,露出している。,開催されている。
test34,s3,s3,0.30,10,3,題されている。,集中させる。,露出している。,開催されている。
test34,s3,s3,0.30,10,3,題されている。,集中させる。,露出している。,開催されている。
